"INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"I172016615","03208","Property Lost","PROPERTY - MISSING","C11",402,NA,2017-01-15 10:30:00,2017,1,"Sunday",10,"Part Three","FULLER ST",42.28248068,-71.06981187,"(42.28248068, -71.06981187)"
"I172016609","03201","Property Lost","PROPERTY - LOST","A1",105,NA,2017-03-01 16:59:00,2017,3,"Wednesday",16,"Part Three","FRANKLIN ST",42.35555882,-71.05849336,"(42.35555882, -71.05849336)"
"I172016582","03201","Property Lost","PROPERTY - LOST","B2",691,NA,2017-02-25 00:00:00,2017,2,"Saturday",0,"Part Three","CENTRE ST",42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
"I172016557","03201","Property Lost","PROPERTY - LOST","B2",260,NA,2017-03-01 14:43:00,2017,3,"Wednesday",14,"Part Three","WOODFORD ST",42.31836105,-71.07106326,"(42.31836105, -71.07106326)"
"I172016534","00351","Robbery","ROBBERY - BANK","B3",437,NA,2017-03-01 13:26:00,2017,3,"Wednesday",13,"Part One","TALBOT AVE",42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
"I172016497","03201","Property Lost","PROPERTY - LOST","E18",479,NA,2017-01-12 00:00:00,2017,1,"Thursday",0,"Part Three","CUMMINS HWY",42.2711243,-71.10403416,"(42.27112430, -71.10403416)"
"I172016464","03201","Property Lost","PROPERTY - LOST","C11",334,NA,2017-02-18 20:00:00,2017,2,"Saturday",20,"Part Three","CAMERON ST",42.31086884,-71.06319661,"(42.31086884, -71.06319661)"
"I172016443","03201","Property Lost","PROPERTY - LOST","B2",585,NA,2017-01-25 08:00:00,2017,1,"Wednesday",8,"Part Three","PARKER HILL AVE",42.33033485,-71.10749865,"(42.33033485, -71.10749865)"
"I172016427","03201","Property Lost","PROPERTY - LOST","C6",217,NA,2017-02-27 17:30:00,2017,2,"Monday",17,"Part Three","E EIGHTH ST",42.33216821,-71.05003555,"(42.33216821, -71.05003555)"
"I172016401","00301","Robbery","ROBBERY - STREET","B2",279,NA,2017-03-01 01:47:00,2017,3,"Wednesday",1,"Part One","ZEIGLER ST",42.32898193,-71.07956761,"(42.32898193, -71.07956761)"
"I172016394","00301","Robbery","ROBBERY - STREET","B3",410,NA,2017-03-01 00:59:00,2017,3,"Wednesday",0,"Part One","CEDAR ST",42.27374058,-71.0757262,"(42.27374058, -71.07572620)"
"I172016391","00301","Robbery","ROBBERY - STREET","B2",286,NA,2017-03-01 01:02:00,2017,3,"Wednesday",1,"Part One","TREMONT ST",42.33475847,-71.08903954,"(42.33475847, -71.08903954)"
"I172016367","00311","Robbery","ROBBERY - COMMERCIAL","D4",138,NA,2017-02-28 21:42:00,2017,2,"Tuesday",21,"Part One","BOYLSTON ST",42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
"I172016347","03201","Property Lost","PROPERTY - LOST","D4",141,NA,2017-02-27 22:00:00,2017,2,"Monday",22,"Part Three","NEWBURY ST",42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
"I172016339","00301","Robbery","ROBBERY - STREET","E13",584,NA,2017-02-28 15:40:00,2017,2,"Tuesday",15,"Part One","HEATH ST",42.32638832,-71.10181751,"(42.32638832, -71.10181751)"
"I172016310","00301","Robbery","ROBBERY - STREET","D4",NA,NA,2017-02-28 16:00:00,2017,2,"Tuesday",16,"Part One","MASSACHUSETTS AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172016303","03201","Property Lost","PROPERTY - LOST","D14",816,NA,2017-02-28 17:00:00,2017,2,"Tuesday",17,"Part Three","FRANKLIN ST",42.35734146,-71.13297922,"(42.35734146, -71.13297922)"
"I172016300","00301","Robbery","ROBBERY - STREET","E13",577,NA,2017-02-28 16:56:00,2017,2,"Tuesday",16,"Part One","WASHINGTON ST",42.31485546,-71.0992241,"(42.31485546, -71.09922410)"
"I172016277","03201","Property Lost","PROPERTY - LOST","C11",350,NA,2017-02-28 17:20:00,2017,2,"Tuesday",17,"Part Three","DORCHESTER AVE",42.30175049,-71.059734,"(42.30175049, -71.05973400)"
"I172016258","03201","Property Lost","PROPERTY - LOST","A1",117,NA,2017-02-24 02:00:00,2017,2,"Friday",2,"Part Three","TREMONT ST",42.35140041,-71.06480285,"(42.35140041, -71.06480285)"
"I172016238","03201","Property Lost","PROPERTY - LOST","E18",520,NA,2017-02-28 06:00:00,2017,2,"Tuesday",6,"Part Three","HYDE PARK AVE",42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
"I172016233","03201","Property Lost","PROPERTY - LOST","C6",914,NA,2017-02-28 14:27:00,2017,2,"Tuesday",14,"Part Three","OLD COLONY AVE",42.32422562,-71.05242608,"(42.32422562, -71.05242608)"
"I172016222","03201","Property Lost","PROPERTY - LOST","E13",582,NA,2017-02-28 13:00:00,2017,2,"Tuesday",13,"Part Three","DAY ST",42.3242026,-71.10869371,"(42.32420260, -71.10869371)"
"I172016185","03201","Property Lost","PROPERTY - LOST","D4",131,NA,2017-02-28 11:24:00,2017,2,"Tuesday",11,"Part Three","MARLBOROUGH ST",42.35433643,-71.07323767,"(42.35433643, -71.07323767)"
"I172016156","03201","Property Lost","PROPERTY - LOST","A1",77,NA,2017-02-28 06:25:00,2017,2,"Tuesday",6,"Part Three","BULFINCH PL",42.36152577,-71.06133846,"(42.36152577, -71.06133846)"
"I172016117","00301","Robbery","ROBBERY - STREET","A1",102,NA,2017-02-27 23:25:00,2017,2,"Monday",23,"Part One","WINTER PL",42.3556541,-71.06143259,"(42.35565410, -71.06143259)"
"I172016107","00301","Robbery","ROBBERY - STREET","B2",NA,NA,2017-02-27 22:20:00,2017,2,"Monday",22,"Part One","BLUE HILL AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172016103","00301","Robbery","ROBBERY - STREET","E13",569,NA,2017-02-27 20:48:00,2017,2,"Monday",20,"Part One","WASHINGTON ST",42.30307413,-71.11081856,"(42.30307413, -71.11081856)"
"I172016090","03208","Property Lost","PROPERTY - MISSING","B3",444,NA,2017-02-27 21:23:00,2017,2,"Monday",21,"Part Three","WALES ST",42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
"I172016089","00301","Robbery","ROBBERY - STREET","A7",824,NA,2017-02-27 20:49:00,2017,2,"Monday",20,"Part One","EUTAW ST",42.38020764,-71.03493578,"(42.38020764, -71.03493578)"
"I172016086","03201","Property Lost","PROPERTY - LOST","D4",143,NA,2017-02-25 23:00:00,2017,2,"Saturday",23,"Part Three","HUNTINGTON AVE",42.34852918,-71.07805107,"(42.34852918, -71.07805107)"
"I172016063","03201","Property Lost","PROPERTY - LOST","D4",149,NA,2017-01-01 00:00:00,2017,1,"Sunday",0,"Part Three","COLUMBUS AVE",42.34563477,-71.07555367,"(42.34563477, -71.07555367)"
"I172016062","03201","Property Lost","PROPERTY - LOST","D4",NA,NA,2017-02-22 16:00:00,2017,2,"Wednesday",16,"Part Three",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172016046","03201","Property Lost","PROPERTY - LOST","D4",130,NA,2017-02-27 12:30:00,2017,2,"Monday",12,"Part Three","HUNTINGTON AVE",42.34749899,-71.07925506,"(42.34749899, -71.07925506)"
"I172016036","03201","Property Lost","PROPERTY - LOST","A15",44,NA,2017-02-22 18:30:00,2017,2,"Wednesday",18,"Part Three","MEDFORD ST",42.38048207,-71.06087725,"(42.38048207, -71.06087725)"
"I172015977","00301","Robbery","ROBBERY - STREET","B3",432,NA,2017-02-27 15:14:00,2017,2,"Monday",15,"Part One","MASCOT ST",42.28539022,-71.0845773,"(42.28539022, -71.08457730)"
"I172015977","00381","Robbery","ROBBERY - CAR JACKING","B3",432,NA,2017-02-27 15:14:00,2017,2,"Monday",15,"Part One","MASCOT ST",42.28539022,-71.0845773,"(42.28539022, -71.08457730)"
"I172015953","00301","Robbery","ROBBERY - STREET","D4",619,NA,2017-02-27 13:52:00,2017,2,"Monday",13,"Part One","SAINT STEPHEN ST",42.34231311,-71.0869637,"(42.34231311, -71.08696370)"
"I172015925","03201","Property Lost","PROPERTY - LOST","C6",174,NA,2017-02-08 13:00:00,2017,2,"Wednesday",13,"Part Three","ELLERY ST",42.33003459,-71.05825989,"(42.33003459, -71.05825989)"
"I172015899","03208","Property Lost","PROPERTY - MISSING","C11",384,NA,2017-02-26 18:00:00,2017,2,"Sunday",18,"Part Three","BELTON ST",42.28242014,-71.0495823,"(42.28242014, -71.04958230)"
"I172015886","03201","Property Lost","PROPERTY - LOST","E13",510,NA,2017-02-23 14:00:00,2017,2,"Thursday",14,"Part Three","WASHINGTON ST",42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
"I172015873","03201","Property Lost","PROPERTY - LOST","E18",520,NA,2017-02-27 10:00:00,2017,2,"Monday",10,"Part Three","HYDE PARK AVE",42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
"I172015871","03201","Property Lost","PROPERTY - LOST","D14",794,NA,2017-02-25 23:45:00,2017,2,"Saturday",23,"Part Three","COMMONWEALTH AVE",42.34906578,-71.13414695,"(42.34906578, -71.13414695)"
"I172015865","03208","Property Lost","PROPERTY - MISSING","C11",383,NA,2017-02-26 17:00:00,2017,2,"Sunday",17,"Part Three","MILTON ST",42.28128066,-71.05085998,"(42.28128066, -71.05085998)"
"I172015790","00301","Robbery","ROBBERY - STREET","A1",91,NA,2017-02-27 01:47:00,2017,2,"Monday",1,"Part One","ATLANTIC AVE",42.3613248,-71.05243553,"(42.36132480, -71.05243553)"
"I172015781","00361","Robbery","ROBBERY - OTHER","E13",572,NA,2017-02-26 23:44:00,2017,2,"Sunday",23,"Part One","COLUMBUS AVE",42.31362799,-71.09560307,"(42.31362799, -71.09560307)"
"I172015774","02010","HOME INVASION","HOME INVASION","C11",354,NA,2017-02-26 23:13:00,2017,2,"Sunday",23,NA,"NEWKIRK ST",42.29662295,-71.05491753,"(42.29662295, -71.05491753)"
"I172015708","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-02-26 18:16:00,2017,2,"Sunday",18,"Part Three",NA,42.35547514,-71.06051814,"(42.35547514, -71.06051814)"
"I172015677","03201","Property Lost","PROPERTY - LOST","A1",94,NA,2017-02-26 14:00:00,2017,2,"Sunday",14,"Part Three","FANEUIL HALL MARKETPLACE",42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
"I172015657","03201","Property Lost","PROPERTY - LOST","A15",105,NA,2017-02-26 12:17:00,2017,2,"Sunday",12,"Part Three","SUMMER ST",42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
"I172015650","03201","Property Lost","PROPERTY - LOST","A1",124,NA,2017-02-24 12:30:00,2017,2,"Friday",12,"Part Three","HARRISON AVE",42.34946271,-71.0619903,"(42.34946271, -71.06199030)"
"I172015641","03201","Property Lost","PROPERTY - LOST","A1",93,NA,2017-02-25 22:00:00,2017,2,"Saturday",22,"Part Three","UNION ST",42.36068787,-71.05687293,"(42.36068787, -71.05687293)"
"I172015628","03201","Property Lost","PROPERTY - LOST","B2",292,NA,2017-02-25 14:00:00,2017,2,"Saturday",14,"Part Three","BOSTON ST",42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
"I172015617","03201","Property Lost","PROPERTY - LOST","D14",938,NA,2017-02-25 11:00:00,2017,2,"Saturday",11,"Part Three","FIDELIS WAY",42.3458376,-71.14492138,"(42.34583760, -71.14492138)"
"I172015500","03201","Property Lost","PROPERTY - LOST","D4",119,NA,2017-02-25 22:47:00,2017,2,"Saturday",22,"Part Three","PARK ST",42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
"I172015498","00311","Robbery","ROBBERY - COMMERCIAL","C6",193,NA,2017-02-25 21:52:00,2017,2,"Saturday",21,"Part One","OLD COLONY AVE",42.32971183,-71.05268388,"(42.32971183, -71.05268388)"
"I172015465","00301","Robbery","ROBBERY - STREET","C11",363,NA,2017-02-25 19:08:00,2017,2,"Saturday",19,"Part One","CENTRE ST",42.29362898,-71.06209481,"(42.29362898, -71.06209481)"
"I172015436","03201","Property Lost","PROPERTY - LOST","B2",603,NA,2017-02-25 17:43:00,2017,2,"Saturday",17,"Part Three","TREMONT ST",42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
"I172015412","03201","Property Lost","PROPERTY - LOST","B3",428,NA,2017-02-25 15:45:00,2017,2,"Saturday",15,"Part Three","BLUE HILL AVE",42.28374569,-71.09153583,"(42.28374569, -71.09153583)"
"I172015390","00301","Robbery","ROBBERY - STREET","E18",501,NA,2017-02-25 14:17:00,2017,2,"Saturday",14,"Part One","HYDE PARK AVE",42.28269946,-71.11886352,"(42.28269946, -71.11886352)"
"I172015387","03201","Property Lost","PROPERTY - LOST","D4",134,NA,2017-02-25 11:45:00,2017,2,"Saturday",11,"Part Three","NEWBURY ST",42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
"I172015378","03201","Property Lost","PROPERTY - LOST","A1",122,NA,2017-02-19 00:00:00,2017,2,"Sunday",0,"Part Three","TREMONT ST",42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
"I172015356","00301","Robbery","ROBBERY - STREET","B2",332,NA,2017-02-25 12:00:00,2017,2,"Saturday",12,"Part One","COLUMBIA RD",42.31269402,-71.06842736,"(42.31269402, -71.06842736)"
"I172015349","03201","Property Lost","PROPERTY - LOST","D14",816,NA,2017-02-20 16:00:00,2017,2,"Monday",16,"Part Three","WASHINGTON ST",42.349056,-71.1504985,"(42.34905600, -71.15049850)"
"I172015328","03201","Property Lost","PROPERTY - LOST","A1",94,NA,2017-02-22 14:00:00,2017,2,"Wednesday",14,"Part Three","STATE ST",42.35913205,-71.05504984,"(42.35913205, -71.05504984)"
"I172015297","00381","Robbery","ROBBERY - CAR JACKING","B2",602,NA,2017-02-25 05:14:00,2017,2,"Saturday",5,"Part One","TREMONT ST",42.33308097,-71.10165376,"(42.33308097, -71.10165376)"
"I172015284","00301","Robbery","ROBBERY - STREET","A1",124,NA,2017-02-25 02:44:00,2017,2,"Saturday",2,"Part One","HARRISON AVE",42.34799065,-71.062573,"(42.34799065, -71.06257300)"
"I172015272","00361","Robbery","ROBBERY - OTHER","C6",186,NA,2017-02-25 00:37:00,2017,2,"Saturday",0,"Part One","ALLSTATE RD",NA,NA,"(0.00000000, 0.00000000)"
"I172015266","00361","Robbery","ROBBERY - OTHER","D4",179,NA,2017-02-25 00:59:00,2017,2,"Saturday",0,"Part One","MASSACHUSETTS AVE",42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
"I172015162","03201","Property Lost","PROPERTY - LOST","C6",186,NA,2017-02-24 18:30:00,2017,2,"Friday",18,"Part Three","MASSACHUSETTS AVE",42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
"I172015157","03201","Property Lost","PROPERTY - LOST","E18",526,NA,2017-02-24 17:15:00,2017,2,"Friday",17,"Part Three","MEADOWVIEW RD",42.2324133,-71.12971531,"(42.23241330, -71.12971531)"
"I172015142","03201","Property Lost","PROPERTY - LOST","B2",315,NA,2017-02-08 15:15:00,2017,2,"Wednesday",15,"Part Three","HUMBOLDT AVE",42.31521134,-71.08783592,"(42.31521134, -71.08783592)"
"I172015110","03201","Property Lost","PROPERTY - LOST","D14",797,NA,2017-02-23 14:00:00,2017,2,"Thursday",14,"Part Three","COMMONWEALTH AVE",42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
"I172015106","00301","Robbery","ROBBERY - STREET","E13",583,NA,2017-02-23 21:20:00,2017,2,"Thursday",21,"Part One","DAY ST",42.32550937,-71.10745512,"(42.32550937, -71.10745512)"
"I172015105","00361","Robbery","ROBBERY - OTHER","A1",76,NA,2017-02-24 15:22:00,2017,2,"Friday",15,"Part One","CANAL ST",42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
"I172015094","03201","Property Lost","PROPERTY - LOST","D4",628,NA,2017-02-24 14:20:00,2017,2,"Friday",14,"Part Three","BROOKLINE AVE",42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
"I172015069","03201","Property Lost","PROPERTY - LOST","D4",618,NA,2017-02-22 19:15:00,2017,2,"Wednesday",19,"Part Three","PARK DR",42.34395546,-71.0946855,"(42.34395546, -71.09468550)"
"I172015018","03201","Property Lost","PROPERTY - LOST","D14",816,NA,2017-02-10 12:00:00,2017,2,"Friday",12,"Part Three","WASHINGTON ST",42.349056,-71.1504985,"(42.34905600, -71.15049850)"
"I172014979","03201","Property Lost","PROPERTY - LOST","E5",822,NA,2017-02-24 00:00:00,2017,2,"Friday",0,"Part Three","GEORGETOWNE DR",42.25943465,-71.14798064,"(42.25943465, -71.14798064)"
"I172012753","03201","Property Lost","PROPERTY - LOST","A7",NA,NA,2017-02-16 14:40:00,2017,2,"Thursday",14,"Part Three",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172014845","03201","Property Lost","PROPERTY - LOST","D14",793,NA,2017-02-10 12:00:00,2017,2,"Friday",12,"Part Three","COMMONWEALTH AVE",42.34866488,-71.13885318,"(42.34866488, -71.13885318)"
"I172014841","03201","Property Lost","PROPERTY - LOST","A1",94,NA,2017-02-23 15:00:00,2017,2,"Thursday",15,"Part Three","FANEUIL HALL MARKETPLACE",42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
"I172014786","03201","Property Lost","PROPERTY - LOST","C6",220,NA,2017-02-22 19:00:00,2017,2,"Wednesday",19,"Part Three","E BROADWAY",42.33546813,-71.04489149,"(42.33546813, -71.04489149)"
"I172014768","03201","Property Lost","PROPERTY - LOST","A1",78,NA,2017-02-11 10:00:00,2017,2,"Saturday",10,"Part Three","HANOVER ST",42.36179428,-71.0571127,"(42.36179428, -71.05711270)"
"I172014726","03201","Property Lost","PROPERTY - LOST","A1",118,NA,2017-02-23 10:00:00,2017,2,"Thursday",10,"Part Three","STUART ST",42.35115433,-71.06547895,"(42.35115433, -71.06547895)"
"I172014717","03201","Property Lost","PROPERTY - LOST","B3",472,NA,2017-01-26 11:28:00,2017,1,"Thursday",11,"Part Three","BROCKTON ST",42.27256733,-71.09746094,"(42.27256733, -71.09746094)"
"I172014709","03201","Property Lost","PROPERTY - LOST","C11",366,NA,2017-02-23 11:05:00,2017,2,"Thursday",11,"Part Three","SHEPTON ST",42.28947344,-71.06267856,"(42.28947344, -71.06267856)"
"I172014676","00301","Robbery","ROBBERY - STREET","A15",57,NA,2017-01-24 00:00:00,2017,1,"Tuesday",0,"Part One","MONUMENT AVE",42.37490832,-71.06171012,"(42.37490832, -71.06171012)"
"I172014625","00381","Robbery","ROBBERY - CAR JACKING","D4",285,NA,2017-02-22 22:05:00,2017,2,"Wednesday",22,"Part One","TREMONT ST",42.33698202,-71.08458699,"(42.33698202, -71.08458699)"
"I172014602","00301","Robbery","ROBBERY - STREET","E13",576,NA,2017-02-22 00:30:00,2017,2,"Wednesday",0,"Part One","AMORY ST",42.31659535,-71.10311898,"(42.31659535, -71.10311898)"
"I172014578","03201","Property Lost","PROPERTY - LOST","D4",NA,NA,2017-02-22 13:50:00,2017,2,"Wednesday",13,"Part Three",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172014554","03201","Property Lost","PROPERTY - LOST","B3",945,NA,2017-02-22 18:39:00,2017,2,"Wednesday",18,"Part Three","WESTVIEW ST",42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
"I172014535","03201","Property Lost","PROPERTY - LOST","B2",316,NA,2017-02-22 17:45:00,2017,2,"Wednesday",17,"Part Three","SEAVER ST",42.31275031,-71.09388736,"(42.31275031, -71.09388736)"
"I172014533","03201","Property Lost","PROPERTY - LOST","A1",122,NA,2017-02-18 18:00:00,2017,2,"Saturday",18,"Part Three","TREMONT ST",42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
"I172014505","03208","Property Lost","PROPERTY - MISSING","B3",908,NA,2017-02-22 15:46:00,2017,2,"Wednesday",15,"Part Three","SHANDON RD",42.29611583,-71.09121958,"(42.29611583, -71.09121958)"
"I172014502","03201","Property Lost","PROPERTY - LOST","A1",62,NA,2017-02-22 15:00:00,2017,2,"Wednesday",15,"Part Three","CHARLES ST",42.366379,-71.067708,"(42.36637900, -71.06770800)"
"I172014483","03201","Property Lost","PROPERTY - LOST","E18",501,NA,2017-02-19 02:00:00,2017,2,"Sunday",2,"Part Three","HYDE PARK AVE",42.28269946,-71.11886352,"(42.28269946, -71.11886352)"
"I172014449","03201","Property Lost","PROPERTY - LOST","E18",540,NA,2017-02-17 09:00:00,2017,2,"Friday",9,"Part Three","ELLIS ST",42.24950364,-71.13165831,"(42.24950364, -71.13165831)"
"I172014439","03201","Property Lost","PROPERTY - LOST","C11",254,NA,2017-02-21 06:15:00,2017,2,"Tuesday",6,"Part Three","DORCHESTER AVE",42.30947615,-71.05800088,"(42.30947615, -71.05800088)"
"I172014350","00361","Robbery","ROBBERY - OTHER","C11",343,NA,2017-02-21 23:09:00,2017,2,"Tuesday",23,"Part One","PARIS ST",42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
"I172014313","00301","Robbery","ROBBERY - STREET","B2",276,NA,2017-02-21 18:14:00,2017,2,"Tuesday",18,"Part One","MELNEA CASS BLVD",42.33330171,-71.08181675,"(42.33330171, -71.08181675)"
"I172014279","00301","Robbery","ROBBERY - STREET","B2",604,NA,2017-02-21 18:14:00,2017,2,"Tuesday",18,"Part One","DARLING ST",42.3317875,-71.1056269,"(42.33178750, -71.10562690)"
"I172014247","03201","Property Lost","PROPERTY - LOST","D4",171,NA,2017-02-21 12:50:00,2017,2,"Tuesday",12,"Part Three","ALBANY ST",42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
"I172014243","03201","Property Lost","PROPERTY - LOST","B3",472,NA,2017-02-01 09:00:00,2017,2,"Wednesday",9,"Part Three","BLUE HILL AVE",42.27386225,-71.09369539,"(42.27386225, -71.09369539)"
"I172014223","03201","Property Lost","PROPERTY - LOST","D4",143,NA,2017-02-21 16:47:00,2017,2,"Tuesday",16,"Part Three","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
"I172014220","03201","Property Lost","PROPERTY - LOST","D4",619,NA,2017-02-17 16:00:00,2017,2,"Friday",16,"Part Three","MASSACHUSETTS AVE",42.34309082,-71.08540752,"(42.34309082, -71.08540752)"
"I172014215","00301","Robbery","ROBBERY - STREET","D4",170,NA,2017-02-21 16:16:00,2017,2,"Tuesday",16,"Part One","E CONCORD ST",42.33753031,-71.07448985,"(42.33753031, -71.07448985)"
"I172014208","03201","Property Lost","PROPERTY - LOST","A7",907,NA,2017-02-14 12:00:00,2017,2,"Tuesday",12,"Part Three","NEW ST",42.3712953,-71.04342377,"(42.37129530, -71.04342377)"
"I172014207","03201","Property Lost","PROPERTY - LOST","A1",92,NA,2017-02-21 11:30:00,2017,2,"Tuesday",11,"Part Three","CITY HALL PLZ",42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
"I172014180","03201","Property Lost","PROPERTY - LOST","A7",36,NA,2017-02-21 12:05:00,2017,2,"Tuesday",12,"Part Three","HARBORSIDE DR",42.36252502,-71.02533782,"(42.36252502, -71.02533782)"
"I172014168","03201","Property Lost","PROPERTY - LOST","B2",606,NA,2017-01-21 13:25:00,2017,1,"Saturday",13,"Part Three","LAWN ST",42.32757423,-71.10738823,"(42.32757423, -71.10738823)"
"I172014154","03201","Property Lost","PROPERTY - LOST","C11",453,NA,2017-02-20 00:00:00,2017,2,"Monday",0,"Part Three","WASHINGTON ST",42.29745339,-71.07253425,"(42.29745339, -71.07253425)"
"I172014141","00361","Robbery","ROBBERY - OTHER","B2",329,NA,2017-02-21 12:07:00,2017,2,"Tuesday",12,"Part One","COLUMBIA RD",42.30673444,-71.07712722,"(42.30673444, -71.07712722)"
"I172014122","03201","Property Lost","PROPERTY - LOST","A1",115,NA,2017-02-21 11:06:00,2017,2,"Tuesday",11,"Part Three","SOUTH ST",42.35015241,-71.05753303,"(42.35015241, -71.05753303)"
"I172014089","03201","Property Lost","PROPERTY - LOST","B2",319,NA,2017-02-20 11:00:00,2017,2,"Monday",11,"Part Three","NAZING CT",42.3075244,-71.08720471,"(42.30752440, -71.08720471)"
"I172014080","03201","Property Lost","PROPERTY - LOST","D14",773,NA,2017-02-21 08:00:00,2017,2,"Tuesday",8,"Part Three","SOUTH ST",42.3399985,-71.1567633,"(42.33999850, -71.15676330)"
"I172014066","00301","Robbery","ROBBERY - STREET","A7",21,NA,2017-02-21 06:22:00,2017,2,"Tuesday",6,"Part One","BROOKS ST",42.376086,-71.03248715,"(42.37608600, -71.03248715)"
"I172014058","00301","Robbery","ROBBERY - STREET","B2",NA,NA,2017-02-21 01:21:00,2017,2,"Tuesday",1,"Part One",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172014036","03201","Property Lost","PROPERTY - LOST","B2",603,NA,2017-02-20 21:55:00,2017,2,"Monday",21,"Part Three","TREMONT ST",42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
"I172014019","00301","Robbery","ROBBERY - STREET","C6",914,NA,2017-02-20 21:00:02,2017,2,"Monday",21,"Part One","DR. MICHAEL GAVIN WAY",42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
"I172013997","03201","Property Lost","PROPERTY - LOST","A1",81,NA,2017-02-20 20:01:00,2017,2,"Monday",20,"Part Three","HULL ST",42.36707273,-71.05648578,"(42.36707273, -71.05648578)"
"I172013945","03201","Property Lost","PROPERTY - LOST","C11",370,NA,2017-02-20 16:19:00,2017,2,"Monday",16,"Part Three","WILLIAM T MORRISSEY BLVD",42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
"I172013874","03201","Property Lost","PROPERTY - LOST","C11",370,NA,2017-02-17 12:35:00,2017,2,"Friday",12,"Part Three","WILLIAM T MORRISSEY BLVD",42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
"I172013869","03201","Property Lost","PROPERTY - LOST","D4",138,NA,2017-02-19 15:30:00,2017,2,"Sunday",15,"Part Three","NEWBURY ST",42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
"I172013821","03201","Property Lost","PROPERTY - LOST","A1",111,NA,2017-02-18 12:00:00,2017,2,"Saturday",12,"Part Three","TREMONT ST",42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
"I172013738","03201","Property Lost","PROPERTY - LOST","A1",101,NA,2017-02-19 21:53:00,2017,2,"Sunday",21,"Part Three","STATE ST",42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
"I172013705","00301","Robbery","ROBBERY - STREET","B2",265,NA,2017-02-19 19:00:00,2017,2,"Sunday",19,"Part One","CLIFFORD ST",42.31985444,-71.07972518,"(42.31985444, -71.07972518)"
"I172013664","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-02-19 16:59:00,2017,2,"Sunday",16,"Part Three",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172013641","00301","Robbery","ROBBERY - STREET","D4",NA,NA,2017-02-19 14:33:00,2017,2,"Sunday",14,"Part One",NA,NA,NA,"(0.00000000, 0.00000000)"
"I172013629","03201","Property Lost","PROPERTY - LOST","B3",467,NA,2017-02-19 12:02:00,2017,2,"Sunday",12,"Part Three","WELLINGTON HILL ST",42.28464725,-71.09473285,"(42.28464725, -71.09473285)"
"I172013545","00301","Robbery","ROBBERY - STREET","B2",181,NA,2017-02-19 02:28:00,2017,2,"Sunday",2,"Part One","GEORGE ST",42.32512278,-71.07198831,"(42.32512278, -71.07198831)"
"I172013502","03208","Property Lost","PROPERTY - MISSING","D4",619,NA,2017-02-18 11:00:00,2017,2,"Saturday",11,"Part Three","MASSACHUSETTS AVE",42.34439568,-71.08632016,"(42.34439568, -71.08632016)"
